3781	5641
4685	5602
5589	5565
6493	5529
7397	5494
8302	5461
9206	5428
10111	5397
11016	5367
11921	5338
12826	5311
13732	5284
14637	5259
15543	5235
16449	5212
17355	5191
18261	5170
19167	5151
20073	5133
20980	5117
21886	5101
22793	5087
23699	5074
24606	5062
25513	5052
26420	5042
27326	5034
28233	5028
29140	5022
30047	5018
30954	5015
31861	5013
32768	5012
33675	5013
34582	5015
35489	5018
36396	5022
37303	5028
38210	5034
39116	5042
40023	5052
40930	5062
41837	5074
42743	5087
43650	5101
44556	5117
45463	5133
46369	5151
47275	5170
48181	5191
49087	5212
49993	5235
50899	5259
51804	5284
52710	5311
53615	5338
54520	5367
55425	5397
56330	5428
57234	5461
58139	5494
59043	5529
59947	5565
60851	5602
61755	5641
3860	6486
4762	6449
5663	6413
6565	6379
7467	6345
8369	6313
9271	6281
10174	6251
11076	6222
11979	6194
12882	6168
13785	6142
14688	6118
15591	6095
16495	6073
17398	6052
18302	6032
19205	6014
20109	5996
21013	5980
21917	5965
22821	5952
23725	5939
24629	5928
25533	5918
26437	5909
27342	5901
28246	5894
29150	5889
30055	5885
30959	5882
31864	5880
32768	5880
33672	5880
34577	5882
35481	5885
36386	5889
37290	5894
38194	5901
39099	5909
40003	5918
40907	5928
41811	5939
42715	5952
43619	5965
44523	5980
45427	5996
46331	6014
47234	6032
48138	6052
49041	6073
49945	6095
50848	6118
51751	6142
52654	6168
53557	6194
54460	6222
55362	6251
56265	6281
57167	6313
58069	6345
58971	6379
59873	6413
60774	6449
61676	6486
3937	7332
4836	7297
5735	7262
6635	7228
7534	7196
8434	7165
9334	7134
10234	7105
11135	7077
12035	7051
12935	7025
13836	7000
14737	6977
15638	6954
16539	6933
17440	6913
18341	6894
19242	6876
20143	6860
21045	6844
21946	6830
22848	6817
23749	6804
24651	6794
25553	6784
26455	6775
27357	6768
28258	6761
29160	6756
30062	6752
30964	6749
31866	6747
32768	6747
33670	6747
34572	6749
35474	6752
36376	6756
37278	6761
38179	6768
39081	6775
39983	6784
40885	6794
41787	6804
42688	6817
43590	6830
44491	6844
45393	6860
46294	6876
47195	6894
48096	6913
48997	6933
49898	6954
50799	6977
51700	7000
52601	7025
53501	7051
54401	7077
55302	7105
56202	7134
57102	7165
58002	7196
58901	7228
59801	7262
60700	7297
61599	7332
4010	8179
4907	8144
5804	8111
6702	8078
7599	8047
8497	8017
9394	7988
10292	7960
11190	7933
12088	7907
12987	7882
13885	7858
14784	7836
15682	7814
16581	7794
17480	7774
18378	7756
19277	7739
20176	7723
21075	7708
21975	7694
22874	7681
23773	7670
24672	7659
25572	7650
26471	7641
27371	7634
28270	7628
29170	7623
30069	7619
30969	7616
31868	7615
32768	7614
33668	7615
34567	7616
35467	7619
36366	7623
37266	7628
38165	7634
39065	7641
39964	7650
40864	7659
41763	7670
42662	7681
43561	7694
44461	7708
45360	7723
46259	7739
47158	7756
48056	7774
48955	7794
49854	7814
50752	7836
51651	7858
52549	7882
53448	7907
54346	7933
55244	7960
56142	7988
57039	8017
57937	8047
58834	8078
59732	8111
60629	8144
61526	8179
4081	9025
4976	8992
5871	8960
6766	8928
7661	8898
8557	8869
9452	8841
10348	8814
11244	8788
12140	8763
13036	8739
13932	8717
14828	8695
15725	8674
16621	8654
17518	8636
18414	8618
19311	8602
20208	8586
21105	8572
22002	8559
22899	8546
23796	8535
24693	8525
25590	8516
26487	8508
27384	8501
28282	8495
29179	8490
30076	8486
30973	8484
31871	8482
32768	8482
33665	8482
34563	8484
35460	8486
36357	8490
37254	8495
38152	8501
39049	8508
39946	8516
40843	8525
41740	8535
42637	8546
43534	8559
44431	8572
45328	8586
46225	8602
47122	8618
48018	8636
48915	8654
49811	8674
50708	8695
51604	8717
52500	8739
53396	8763
54292	8788
55188	8814
56084	8841
56979	8869
57875	8898
58770	8928
59665	8960
60560	8992
61455	9025
4149	9871
5041	9839
5935	9809
6828	9779
7721	9750
8614	9722
9508	9695
10402	9669
11295	9644
12189	9620
13083	9597
13977	9575
14872	9554
15766	9534
16660	9515
17555	9497
18449	9480
19344	9464
20238	9450
21133	9436
22028	9423
22923	9411
23818	9400
24712	9391
25607	9382
26502	9374
27397	9368
28292	9362
29188	9357
30083	9354
30978	9351
31873	9350
32768	9349
33663	9350
34558	9351
35453	9354
36348	9357
37244	9362
38139	9368
39034	9374
39929	9382
40824	9391
41718	9400
42613	9411
43508	9423
44403	9436
45298	9450
46192	9464
47087	9480
47981	9497
48876	9515
49770	9534
50664	9554
51559	9575
52453	9597
53347	9620
54241	9644
55134	9669
56028	9695
56922	9722
57815	9750
58708	9779
59601	9809
60495	9839
61387	9871
4213	10718
5104	10687
5996	10658
6887	10629
7778	10601
8670	10574
9561	10548
10453	10523
11345	10499
12237	10476
13129	10454
14021	10433
14913	10413
15805	10394
16697	10376
17590	10359
18482	10342
19375	10327
20267	10313
21160	10300
22053	10287
22946	10276
23838	10266
24731	10256
25624	10248
26517	10241
27410	10234
28303	10229
29196	10224
30089	10221
30982	10218
31875	10217
32768	10216
33661	10217
34554	10218
35447	10221
36340	10224
37233	10229
38126	10234
39019	10241
39912	10248
40805	10256
41698	10266
42590	10276
43483	10287
44376	10300
45269	10313
46161	10327
47054	10342
47946	10359
48839	10376
49731	10394
50623	10413
51515	10433
52407	10454
53299	10476
54191	10499
55083	10523
55975	10548
56866	10574
57758	10601
58649	10629
59540	10658
60432	10687
61323	10718
4276	11565
5165	11535
6054	11507
6943	11479
7833	11453
8723	11427
9612	11402
10502	11378
11392	11355
12282	11333
13172	11312
14062	11292
14952	11273
15843	11254
16733	11237
17624	11220
18514	11205
19405	11190
20295	11176
21186	11164
22077	11152
22967	11141
23858	11131
24749	11122
25640	11114
26531	11107
27422	11101
28313	11096
29204	11091
30095	11088
30986	11086
31877	11084
32768	11084
33659	11084
34550	11086
35441	11088
36332	11091
37223	11096
38114	11101
39005	11107
39896	11114
40787	11122
41678	11131
42569	11141
43459	11152
44350	11164
45241	11176
46131	11190
47022	11205
47912	11220
48803	11237
49693	11254
50584	11273
51474	11292
52364	11312
53254	11333
54144	11355
55034	11378
55924	11402
56813	11427
57703	11453
58593	11479
59482	11507
60371	11535
61260	11565
4335	12412
5222	12384
6110	12356
6998	12330
7885	12304
8773	12280
9661	12256
10549	12233
11437	12211
12325	12190
13213	12170
14102	12150
14990	12132
15879	12114
16767	12098
17656	12082
18544	12067
19433	12053
20322	12040
21211	12028
22100	12016
22988	12006
23877	11996
24766	11988
25655	11980
26544	11973
27433	11967
28322	11962
29212	11958
30101	11955
30990	11953
31879	11952
32768	11951
33657	11952
34546	11953
35435	11955
36324	11958
37214	11962
38103	11967
38992	11973
39881	11980
40770	11988
41659	11996
42548	12006
43436	12016
44325	12028
45214	12040
46103	12053
46992	12067
47880	12082
48769	12098
49657	12114
50546	12132
51434	12150
52323	12170
53211	12190
54099	12211
54987	12233
55875	12256
56763	12280
57651	12304
58538	12330
59426	12356
60314	12384
61201	12412
4392	13259
5277	13232
6163	13206
7049	13181
7935	13156
8821	13133
9707	13110
10594	13088
11480	13067
12367	13047
13253	13027
14140	13009
15026	12991
15913	12974
16800	12959
17687	12943
18573	12929
19460	12916
20347	12903
21234	12892
22121	12881
23008	12871
23896	12862
24783	12854
25670	12846
26557	12840
27444	12834
28332	12829
29219	12825
30106	12822
30993	12820
31881	12819
32768	12818
33655	12819
34543	12820
35430	12822
36317	12825
37204	12829
38092	12834
38979	12840
39866	12846
40753	12854
41640	12862
42528	12871
43415	12881
44302	12892
45189	12903
46076	12916
46963	12929
47849	12943
48736	12959
49623	12974
50510	12991
51396	13009
52283	13027
53169	13047
54056	13067
54942	13088
55829	13110
56715	13133
57601	13156
58487	13181
59373	13206
60259	13232
61144	13259
4446	14106
5330	14081
